x,y,z,C,R,G,B
-5.123460276068379,-3.8996845083907,-5.123460276068379,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.368345616241253,-3.7819458474044017,-5.368345616241253,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.747352559702395,-4.737991468107967,-6.747352559702395,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.362817042982478,-3.759764114959866,-5.362817042982478,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.1639297832206985,-3.907225117493127,-5.1639297832206985,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.312205113656323,-3.721377915795604,-5.312205113656323,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.118651699869922,-3.871280659701332,-5.118651699869922,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.366823431536255,-3.756289534482263,-5.366823431536255,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.624907903531227,-4.621728504043494,-6.624907903531227,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.7652677280430575,-5.093322312523608,-6.7652677280430575,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.397082195148684,-5.15562301247029,-7.397082195148684,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.39892676469038,-3.760427891257125,-5.39892676469038,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.164706590842717,-3.8829542075125913,-5.164706590842717,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.049634184428325,-4.092726065602225,-5.049634184428325,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.340833693066907,-3.717058862965761,-5.340833693066907,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.130504460194113,-3.855558435527834,-5.130504460194113,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.375861006933414,-3.738095103111631,-5.375861006933414,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.625168432486221,-4.59175669504402,-6.625168432486221,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.816714460146075,-5.09936242629459,-6.816714460146075,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.452347788210081,-3.772846746023818,-5.452347788210081,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.174993609871715,-3.8658944046686874,-5.174993609871715,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.043478486687419,-4.062162507581259,-5.043478486687419,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.375243173270383,-3.716579872811976,-5.375243173270383,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.144712972365008,-3.841595156362211,-5.144712972365008,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.377437240377962,-3.714768562020245,-5.377437240377962,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.637587556761636,-4.570282443983361,-6.637587556761636,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.449897530250631,-3.7464776100819033,-5.449897530250631,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.200474747344899,-3.860127901045534,-5.200474747344899,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.035621586935793,-4.030426329737252,-5.035621586935793,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.403929864808567,-3.7119615422327015,-5.403929864808567,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.161292972680236,-3.829368171537996,-5.161292972680236,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.388808394324838,-3.698253247805785,-5.388808394324838,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.643373599799472,-4.544285237249651,-6.643373599799472,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.174149802465515,-4.9027597996933965,-7.174149802465515,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.480346381475146,-3.742702060290682,-5.480346381475146,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.207466224881009,-3.840594998674806,-5.207466224881009,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.066743404910802,-4.029895266773517,-5.066743404910802,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.426856572681426,-3.703256325750148,-5.426856572681426,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.18026068070686,-3.818855775374298,-5.18026068070686,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.412515055206288,-3.6901475214312014,-5.412515055206288,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.653995927542501,-4.521647667053441,-6.653995927542501,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.510823102698725,-3.738774953795257,-5.510823102698725,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.245026483013918,-3.843507899180628,-5.245026483013918,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.104184423970785,-4.0341711192780885,-5.104184423970785,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.440675900963549,-3.6882729168995785,-5.440675900963549,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.196792881814099,-3.806490281436076,-5.196792881814099,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.453597880006125,-3.6936998194423114,-5.453597880006125,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.136167040747983,-3.758503965165736,-5.136167040747983,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.407578879708903,-3.658402120815789,-5.407578879708903,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.6686606138340085,-4.5017684306640176,-6.6686606138340085,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.083381833413306,-4.777233664544434,-7.083381833413306,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.555414417453079,-3.744190356517244,-5.555414417453079,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.267299053764442,-3.8350473932388174,-5.267299053764442,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.085870932426967,-3.9944076476032144,-5.085870932426967,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.441182630627394,-3.6643021537852993,-5.441182630627394,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.2108719451316725,-3.792294084613987,-5.2108719451316725,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.459929499014382,-3.673603700429734,-5.459929499014382,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.161409770561996,-3.752715600347136,-5.161409770561996,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.444438802764807,-3.659041355228036,-5.444438802764807,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.6659304901490914,-4.470216528492114,-6.6659304901490914,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.099661559194824,-4.756589849531402,-7.099661559194824,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.59676870441578,-3.7471434403953774,-5.59676870441578,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.2830892105310605,-3.821798842512772,-5.2830892105310605,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.115442064558982,-3.992318994310926,-5.115442064558982,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.488969887696318,-3.672057111436835,-5.488969887696318,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.216810151726666,-3.7721880887062142,-5.216810151726666,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.478651949097362,-3.661833468206768,-5.478651949097362,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.225534468366133,-3.774886693457154,-5.225534468366133,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.439878475885164,-3.631798568470207,-5.439878475885164,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.649834351702659,-4.429906392724088,-6.649834351702659,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.674424096695344,-4.803886446382572,-6.674424096695344,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.979724378982419,-4.645272901862028,-6.979724378982419,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.870896795820198,-4.556935101092488,-5.870896795820198,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.413751364646846,-4.523434245726127,-5.413751364646846,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.632369210649,-3.746003908757844,-5.632369210649,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.290731358387146,-3.8026555118022825,-5.290731358387146,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.139517802962507,-3.985797106734544,-5.139517802962507,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.5068730247857305,-3.659627862502779,-5.5068730247857305,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.2316067547087455,-3.758498999504849,-5.2316067547087455,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.024852711055713,-3.893783090287251,-5.024852711055713,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.514004792370341,-3.661038663982184,-5.514004792370341,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.245206688217599,-3.764662057997149,-5.245206688217599,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.4501637418938245,-3.6145410505744735,-5.4501637418938245,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.734677708345806,-4.456656541190558,-6.734677708345806,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.771682783740268,-4.842419765275343,-6.771682783740268,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.90540659614376,-4.5547574577894645,-5.90540659614376,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.449123598726704,-4.524672498694156,-5.449123598726704,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.6496713165727135,-3.732562276154155,-5.6496713165727135,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.306439884823203,-3.789310617010349,-5.306439884823203,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.1137074765260495,-3.9407156938261054,-5.1137074765260495,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.512232707646869,-3.638859271922213,-5.512232707646869,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.260204649521969,-3.754630716992371,-5.260204649521969,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.11044932906484,-3.9350782120500174,-5.11044932906484,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.479327166152528,-3.613842427347554,-5.479327166152528,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.314480180206157,-3.789732536593839,-5.314480180206157,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.452898508284921,-3.592316149238694,-5.452898508284921,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.6071232255265855,-4.343159647961405,-6.6071232255265855,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.882896374693461,-4.508678751225088,-5.882896374693461,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.4375523048508425,-4.486951666497344,-5.4375523048508425,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.669450813318266,-3.720694747997352,-5.669450813318266,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.318040645807802,-3.773012786075783,-5.318040645807802,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.840305988513803,-3.829759953094909,-5.840305988513803,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.271699067775739,-3.7384751610452263,-5.271699067775739,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.12408567070994,-3.920596396379074,-5.12408567070994,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.503763269485677,-3.605777650877634,-5.503763269485677,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.325266925704108,-3.772832631124705,-5.325266925704108,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.476412627996645,-3.583761992907916,-5.476412627996645,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.676176548123159,-4.359277406827294,-6.676176548123159,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.8903464625449535,-4.485769004169879,-5.8903464625449535,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.423483944676369,-4.447444074659912,-5.423483944676369,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.701767539960432,-3.716926832437832,-5.701767539960432,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.323054578266024,-3.7520720894962976,-5.323054578266024,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.031342699716028,-3.92862420183451,-6.031342699716028,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.303579899986333,-3.7366825228133953,-5.303579899986333,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.1416613246368525,-3.9090932955439888,-5.1416613246368525,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.513962193095674,-3.58833021123234,-5.513962193095674,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.343351862630988,-3.761077181257325,-5.343351862630988,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.532538344584984,-3.596296727778352,-5.532538344584984,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.253809267616572,-4.700274162057488,-7.253809267616572,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.897710898531625,-4.462856759018141,-5.897710898531625,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.325588234265741,-4.339909393733984,-5.325588234265741,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.724048975984687,-3.7064775360485904,-5.724048975984687,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.341909865098577,-3.740884237888424,-5.341909865098577,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.038329553206093,-3.906842273554561,-6.038329553206093,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.333860670573665,-3.733582728518393,-5.333860670573665,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.155225520061492,-3.894505909417752,-5.155225520061492,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.536695012748379,-3.578992153337805,-5.536695012748379,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.3450419045437325,-3.7377964392440193,-5.3450419045437325,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.537680382360837,-3.575519194025416,-5.537680382360837,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.632612722288141,-4.273014028508117,-6.632612722288141,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.229619721560076,-4.653169108605753,-7.229619721560076,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-7.404427832142494,-5.157215384625512,-7.404427832142494,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.8642882778938645,-4.409337196807331,-5.8642882778938645,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.406419329259517,-4.378246775303929,-5.406419329259517,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.748000053155751,-3.697007470777691,-5.748000053155751,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.36649073460671,-3.733612033823517,-5.36649073460671,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.05449337163515,-3.8910017846904807,-6.05449337163515,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.360067544851697,-3.727477527607931,-5.360067544851697,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.164750597204815,-3.876870720297981,-5.164750597204815,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.581286279697731,-3.583586611535708,-5.581286279697731,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.3318715222195285,-3.7042811906655073,-5.3318715222195285,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.650209719953131,-3.623663744597183,-5.650209719953131,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.87138888967026,-4.38654442826802,-5.87138888967026,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.379356627391206,-4.329071592053075,-5.379356627391206,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.799737615451408,-3.7051792403979897,-5.799737615451408,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.406701101184807,-3.7370232176542895,-5.406701101184807,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.085788898924689,-3.884783915739997,-6.085788898924689,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.378882220641746,-3.716131019746989,-5.378882220641746,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.181429360818427,-3.8645938823429673,-5.181429360818427,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.834919846800516,-3.721205579849124,-5.834919846800516,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.333345011780253,-3.6810962345116183,-5.333345011780253,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.69663105575566,-3.628817904304764,-5.69663105575566,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.867982562997463,-4.356012015722498,-5.867982562997463,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.419919110586589,-4.334384528781769,-5.419919110586589,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.821202932793294,-3.693793572733117,-5.821202932793294,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.417316776947247,-3.719852289456016,-5.417316776947247,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.159678591563354,-3.826861849801943,-5.159678591563354,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.047691970359831,-4.035843322523081,-5.047691970359831,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.101057208307103,-3.868236612110656,-6.101057208307103,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.391906866616553,-3.70074293327395,-5.391906866616553,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.191654790766202,-3.847488716616092,-5.191654790766202,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.869103179873823,-3.71772560952089,-5.869103179873823,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.370978221413833,-3.682794161165213,-5.370978221413833,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.791178850016402,-3.664117982976347,-5.791178850016402,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-8.12748714845536,-5.125887424047641,-8.12748714845536,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.865247328998844,-4.326134658069499,-5.865247328998844,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.405818089380094,-4.295982861996003,-5.405818089380094,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.843498182250924,-3.682843539844982,-5.843498182250924,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.444393085229783,-3.71391762980555,-5.444393085229783,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.188297573755108,-3.823470306143912,-5.188297573755108,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.080406098654976,-4.036511693967915,-5.080406098654976,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-6.011352918628497,-3.785555370784563,-6.011352918628497,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.399930655927775,-3.6819300459793007,-5.399930655927775,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.194578116723498,-3.82502164254544,-5.194578116723498,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.8644097416134136,-3.6895905740801167,-5.8644097416134136,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.405369151034443,-3.682046229452796,-5.405369151034443,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
-5.858972974069185,-3.681889333555647,-5.858972974069185,1,0.5618904901739129,0.8900118113923152,0.2376685578364376
